id,date,title,summary
4569994,2023-01-15,Intel: The Expected Growth May Never Happen,"Intel's stock price has declined by 50% in the past 3 years, driven by product delays, the changing of the competitive landscape, management changes, and recession fears. Many investors are considering INTC's stock as one, which could provide growth at a reasonable price. However, the growth and its extent are quite uncertain in the current macroeconomic environment. We are taking a more conservative approach and are valuing INTC's stock solely based on its dividends and potential dividend growth. Other factors, like share buybacks and the impact of the CHIPS Act, are also taken into consideration. Currently, we rate INTC as hold."
4570700,2023-01-18,Intel: Our Top Pick For 2023 Is Another Undervalued Company The Market Hates,"Intel has renewed government support behind the company, which could provide it billions in capital. The company has the benefit of being able to focus on new nodes rather than ramping up capacity like other manufacturers. The company's financial picture has remained reasonably strong for a transitioning portfolio and a struggling economy. 2023 is an incredibly important year for the company, we expect things to pan out, however, whether that happens remains to be seen."
4570795,2023-01-19,Intel Is A Buy Ahead Of Intel 4 Release,"Even with Intel's 10nm fabrication, Intel's client-side business is faring well. Intel's planned 7nm launch will likely improve Intel's competitiveness. Intel's launch of Intel 4, 7nm fabrication, will likely instate confidence in investors, potentially allowing a higher valuation multiple."
4571483,2023-01-22,Intel: Q4 Earnings Will Be The Moment Of Truth,"The PC market slowed down dramatically in the fourth quarter, indicating that Intel will report weak earnings next week. The PC market down-turn accelerated in Q4'22 and it will likely result in a very disappointing FY 2023 outlook for Intel. Intel’s projected FCF loss of $2-4B in FY 2022 could have been avoided if the company decided to eliminate its dividend. Continual PC market weakness and deteriorating consumer demand could force Intel to cut its dividend in FY 2023."
4571429,2023-01-22,"It Is What It Is, Intel Is A Buy",I reiterate the buy rating I gave Intel last December 26. The Sapphire Rapids Xeon server processors tout better AI performance than AMD’s EPYC. INTC trades below $30. It still has more upside potential because its one-year performance is still -47%. My near-term price target for INTC is still $31.20. This PT could happen after Q4 F2022 numbers are reported this coming January 26. Nvidia is helping Intel sell more AI-centric Xeon server processors. Intel is needed by Nvidia to compete better against AMD. I guesstimate that Nvidia could help sell 200k units of the $17k Sapphire Rapids Xeon 8490H server processor.
4571710,2023-01-23,Intel: Tough 2023 Ahead,
4571566,2023-01-23,Intel: $20 Before $40,"We made multiple cases to stay out of Intel, and the idea has been directionally correct. At this stage of the cycle, the general mentality is to buy the dip. Unfortunately, sentiment on Intel is not conducive to that. We tell you why we see $20 before $40."
4572860,2023-01-26,Intel: The Dividend May Be In Danger,"Intel reported quarterly results that were abysmal. The company is losing market share, margins keep declining, and Intel is burning through billions of dollars. The dividend is at risk, although it is not a sure bet that the dividend will get cut."
4572850,2023-01-26,Intel: Steer Clear Until Trust Is Re-Earned,
4572851,2023-01-26,Intel: A True Disaster,Intel Corporation Q4 results come in below street estimates. Q1 guidance tremendously worse than expected. Intel Corporation shares likely to continue their underperformance.
4572803,2023-01-26,Intel: You Were Warned,
4572800,2023-01-26,Intel: Complete Devastation,"Intel Corporation's horrific Q4 earnings were just released. The margin compression is eye-popping. The Intel Corporation dividend may not be safe, and the deficit cannot continue indefinitely. Controlling spending, but much more work to do."
4572796,2023-01-26,Intel: $15 Before $40,Intel Corporation reported Q4 2022 results that were far worse than our negative forecasts. Outlook has gone decisively negative. Intel Corporation dividend likely gets cut in 2023.
4572451,2023-01-26,Intel: This Is A Pivotal Moment,"Intel will report its Q4 earnings results later today after the market closes. This will become one of the most important reports in years as it has all the chances to shed light on whether Pat Gelsinger can restore Intel's former glory. As we await the results, this article explains whether now is a good time to add Intel's shares to your portfolio."
4573097,2023-01-27,Intel: Making The Bull Case After Dreadful Earnings,
4573016,2023-01-27,We Rate Intel Stock At Accumulate Because It's Not About The Numbers,"Intel Corporation delivered about the worst quarter we've ever seen from a company we cover. We reiterate our Accumulate rating. Because we don't think it's about the numbers, we think it's about China."
4572938,2023-01-27,Intel Q4 Reflections: Still A Value Trap,"Intel's Q4 2022 performance was a bad. And the company's outlook for early 2023 is even worse. Intel's Q4 revenue and net-income fell by 32% and 114% year over year respectively. Revenues for Q1 2023 will likely fall between $10.5 billion and $11.5 billion, which could be as much as $3.5 billion below Wall-Street expectations. Investors should also consider that it is not 'only the market/ macro' environment, as Intel continues to loose market share against competitors. On the backdrop of EPS contraction though 2025, I now calculate a fair implied share price for INTC equal to $23.5/share. Intel remains a 'Sell'."
4573265,2023-01-28,Intel Is Collapsing,"Two quarters after delivering a kitchen sink quarter, Intel is at it again with incredibly low Q1 guidance. Intel continued to ship markedly below PC sales due to the inventory correction. If EPS can decline by 80-90% due to the downturn, then in the upturn, it could rise again by 5-10x, or even more as the spending reductions materialize. Intel remains a solid investment opportunity based on 2025 catalysts that include renewed process and data center leadership, and emerging foundry, graphics and Mobileye businesses providing additional growth."
4573234,2023-01-28,Intel Q4: Panic Time,Intel submitted its Q4’22 earnings sheet yesterday which was a complete disaster. Intel’s outlook for Q1'23 is highly disappointing. Investors have to expect massive EPS downward revisions. Deteriorating market environment strongly implies that Intel is facing further selling pressure.
4573376,2023-01-29,Intel: Dreadful Start To 2023,"Intel has seen a tough fourth quarter in 2022. The first quarter guidance for 2023 is particularly underwhelming. The shortfall for the guidance is worrying, with few green shoots visibly seen, despite some upbeat comments by management."
4573354,2023-01-29,"Intel's Earnings Were Horrible, But The Company Is Not","Intel's earnings were shockingly poor, surpassed on by Q1 guidance. The company is bottoming out, as its execution improves in almost all aspects. IFS is an extremely important growth vector, and is showing current growth, successful execution, and enormous future engagement."
4573441,2023-01-30,Intel: Pessimism Marks Another Golden Buying Opportunity,"Intel delivered a shocking FQ1'23 guidance that left investors reeling and also caught Wall Street analysts off guard. Will Intel be able to mount a comeback against both AMD and TSMC? So far, the company has yet to prove its ability to execute that strategy. With macro headwinds intensifying, investors must consider the significant execution risks in its valuation. The crucial question persists: Can investors have confidence in CEO Pat Gelsinger's ability to execute and improve INTC's current valuation?"
4574058,2023-01-31,An Update On The Intel-Tower Deal And Organic Growth Of Foundry Businesses,"Eleven months after the deal for Intel to acquire Tower was announced, an important regulatory hurdle remains to be overcome, namely in China. In this case, despite all the geopolitical tensions and semiconductor-related sanctions, there is a glimmer of hope. For this matter, I base myself on differentiated products which are needed by China as the world's largest semis market and which do not necessarily compete with the more commoditized products manufactured there. Still, in the worst-case scenario that the deal does not go through, both companies can rely on organic revenue growth to make progress in their foundry services. Adopting a cautionary stance due to grim industry-level forecasts for 2023, I have Hold positions for both stocks despite being undervalued with respect to the sector."
4573788,2023-01-31,Intel's Bumpy Ride To Glory Just Got Bumpier,"For Q4 2022, Intel's results were nightmarish: big misses on revenue and EPS accompanied by extremely poor guidance for Q1 2023. Consequently, Intel shares tanked ~6.5% on Friday. In this article, I will share my analysis of Intel's Q4 and provide an updated valuation for the company. Furthermore, we will review Intel's technical chart and quant factor grades to make an informed investment decision. I rate Intel a modest """"Buy"""" at $28."
4573781,2023-01-31,Intel's Q4: Delusion And Intervention,"Intel's disastrous string of earnings suggests deep, fundamental problems. The company's strategy and leadership appears to be increasingly out of touch with reality, deepening our concerns. Accountability and intervention is needed to truly turn the company around."
4573770,2023-01-31,"Intel: After Collapsing 11%, It's Time For An Update (Technical Analysis)","INTC continues to perform relatively weak while the semiconductor industry is leading the technology sector’s reversal. The stock dropped 11% after its latest quarterly report, while it also achieved partially recovering its intraday losses. In this technical article, I show important price levels and metrics that investors could consider for gaining an edge on the stock’s likely price action. By considering multiple outcomes and setting up an adequate contingency plan, investors are less inclined to act driven by emotions, as this could come at a higher cost. While I continue to rank INTC as a long-term hold position, I also discuss a very interesting short-term trading opportunity."
4574299,2023-02-01,"Intel: Significant Upside Potential, But Patience Is Required",
4574832,2023-02-02,Post-Earnings Accumulation List With Alex King (Growth Investor Pro),"We're joined by Alex King from Growth Investor Pro (Cestrian Capital Research.). Alex shares with us stocks he has rated as accumulate. Including one extremely controversial stock that the market dumped after their recent earnings call. We also cover Microsoft's earnings, and a few cybersecurity names as well."
4575226,2023-02-03,Intel: No Thank You At $30 - Hell Yes At $15,"Intel's recent earnings illustrate further deterioration in its businesses. Intel has lost its edge and may never get back, with more modern chipmakers like Nvidia and AMD innovating and taking market share. Intel is expensive at $30, but the stock looks interesting around the $15-$20 range."
4574998,2023-02-03,Intel Is A Falling Knife That Might Lead To A Dividend Cut,
4575680,2023-02-06,Why We Think Intel Will Cut Its Dividend,Intel Corporation's management provided no business guidance for 2023. Capital expenditures will be larger than ever in the coming year. Negative free cash flow and the use of commercial paper are cause for speculation about Intel's need for cash.
4575574,2023-02-06,Intel: Dividend Faces Major Risk,"Intel slashed employee pay in a desperate sign the company has cash flow problems. Management appears committed to the dividend, yet the $6 billion in annual pay-outs are problematic for a business under pressure. The stock faces more downside pressure on a cut or even elimination of the dividend."
4575530,2023-02-06,Intel: A Dividend Cut Looms,Q4's free cash flow improved a little but the dividend still seems in danger. Consider selling cash-secured puts at a strike price you like. I explain why $20 is an interesting entry point.
4576439,2023-02-08,Intel: Do You Buy Gelsinger's Plan?,"Under current conditions, Intel Corporation’s thesis is largely a CEO Pat Gelsinger thesis in my view. The key dividing issue between bears and bulls is whether his turnaround plan will work (or is working) or not. This article provides my independent and data-driven evaluation. And I will conclude that Gelsinger’s Intel Corporation management team has been effective in executing the plan."
4576332,2023-02-08,Intel: Keeping The Costly Dividend,Intel announced an $11 billion bond offering this week. Fresh capital should get the company through 2023. Additional short-term expense should keep payout steady.
4576708,2023-02-09,Intel: Further Downside Is Likely (Technical Analysis),"The annual revenue for Intel was $63.05 billion in 2022 as compared to $79.02 billion in 2021. The share price of Intel has emerged bearish pennant indicating further downside. INTC stock is likely to experience bearish pressure; however, $20 is a significant level to accumulate long-term positions."
4576078,2023-02-10,Intel: Dividend Growth May Be Minimal - Talent Loss Remains A Concern,
4577258,2023-02-10,"Intel: Tough Road Ahead, But Stock Has Not Made A New Low","Intel's annual capex nut is still the long-term problem. The dividend could get eliminated, but Intel's senior unsecured credit rating by S&P / Moody's is still A-/A3. The dividend won't likely survive a credit downgrade to BBB. Intel's added 20,000 jobs since June '21. Expense management counts as much as capex management. In terms of the potential to recover, the PC biz is still roughly 50% of Intel's revenue and 60% - 70% of operating income. It's suffering from the post-Covid hangover. Continued recovery in free cash flow is a must."
4577829,2023-02-13,Intel: Short Term Pain For Long Term Gains,"We remain bullish on Intel even after a grim 1Q23 outlook. We expect the worst of the macroeconomic headwinds and inventory correction in the PC Client and the data center markets to have been fully factored into the stock. We believe the PC market’s retreat from the pandemic boom levels has pressured Intel significantly; we are more constructive on the PC Client inventory correction cycle ending in 1H23. On the data center front, while we expect softer cloud spending in 2023, we believe Intel’s new """"Sapphire Rapid"""" server CPU is well-positioned to stamp share loss to AMD. While the stock price could remain volatile in 1H23, we continue to believe Intel provides a favorable risk-reward for longer-term investors as it works to become a meaningful foundry player."
4578251,2023-02-14,INTC Vs. TSM: There Is A Clear Winner,"Understanding the Chip Wars and the geopolitical landscape remains critical for allocating capital to semiconductor stocks. Under a comparative contextual analysis, TSM is superior, but both stocks are in the middle of a cyclical downturn correction. Intel remains miles away from its potential, leading to its undervaluation. Still, from a macro perspective, Intel possesses a vital function in the semiconductor sphere that faces challenges, but its turnaround path gets more apparent. This year's industry-wide sales decline is expected to be 6.5%, with the chip oversupply expected to normalize in 2024. However, the industry is cyclical and remains on sale, expected to rebound between 2H-2023 and 2024."
4577790,2023-02-14,Is Intel Stock's 5.25% Dividend Yield Safe?,
4578062,2023-02-14,Intel: Headwinds Are Significant And Future Highly Uncertain,"Intel is facing significant challenges in the near-term as its financials are quickly deteriorating and the company is struggling with macroeconomic headwinds. Intel has had a terrible decade in which it faced many technical challenges, resulting in it falling behind the competition. While the recently released financials were once again horrible (as was the outlook), Intel does look like its on schedule regarding its product releases and technological progress. While the thesis is overly negative, government incentives and new node releases are positives for Intel. The company also still holds a significant position in the PC x86 CPU market. In my eyes, the future remains highly uncertain. There seems to be a lot depending on the success of the ambitious turnaround resulting in significant operational risks, making it a risky investment."
4579935,2023-02-20,"Intel: Dividends At Risk, But It Doesn't Matter For The Long-Term","Intel’s catastrophic performance in Q4 and a weak outlook for Q1 indicate that it would be hard for the business to become FCF-neutral in 2023. As a result, there’s a risk that the management would be required to cut the dividends at the end of the year to decrease the cash burn rate. However, Intel’s stock could be a solid investment for long-term investors due to the company’s potential to access a significant pool of public funds to decrease the costs of turnaround."
4580824,2023-02-22,Intel: A Potential 'Kitchen Sink' Moment,"Tech giant Intel announced a huge cut to its healthy quarterly dividend pay-outs today. Shares of this semiconductor manufacturer had already lost nearly half of their value in 2022 as the company attempted to make inroads in the foundry business. The company's initial forecasts for FY22 and FY23 against actual results and current forecasts were embarrassingly bad, with management’s read on market dynamics head scratching. Prior to the dividend announcement this morning, the stock was finding technical support in the mid-20s despite almost universal bearish Wall Street sentiment. Where do the shares go from here?  An investment analysis follows in the paragraphs below."
4580671,2023-02-22,Intel Drops The Dividend Bombshell,"Intel Corporation cut its dividend by two-thirds. The writing was on the wall due to Intel's cash flow problems. Intel could be a turnaround play, but it is not certain that things will work out well."
4580631,2023-02-22,Intel Drops The Hammer,
4580624,2023-02-22,Intel: The Dividend Cut Does Not Change The Stock Trajectory,"We called for the dividend cut in June 2022. The forecast was based on Intel's ballooning inventories and poor prospects for profits for the next two years. The cut was about in line with our expectations, but Intel still looks destined for the teens."
4581267,2023-02-23,Intel: What Happens Now?,"Intel has cut its dividend by two-thirds, a move which does not surprise me at all. In fact, such a move should perhaps have been announced earlier. Dividend investors do not like the move, creating a potential opportunity. With valuations down and the Mobileye stake getting more valuable, these could be interesting levels, albeit that conviction is lacking."
4581068,2023-02-23,Intel: Resetting Dividend Expectations To Take On TSMC,"Intel slashed its dividends by nearly 66%. Are you surprised? You shouldn't be. Before the cut, Intel was expected to post a negative free cash flow of nearly $8B in FY23. As such, the original $6B in annualized dividend payout has been reduced closer to the $2B mark. Therefore, it has given Intel much better flexibility in investing further to bolster its ability to catch up with TSMC."
4581818,2023-02-24,"Intel: The Dividend Should Have Been Cut Completely, Remains A Value Trap","Intel has reported very poor results, and its guidance for Q1 2023 was quite negative. Its current dividend cut was not unexpected, and the company should have cut it completely to save cash. Due to highly uncertain business prospects and a poor track record of strategy execution, Intel remains a trap."
4581621,2023-02-24,Intel: 3 Reasons To Get Bullish Following The Dividend Cut,"Intel cut its quarterly dividend, which will save nearly $4 billion in cash per year, to focus on growth initiatives. Fundamentals remain positive including an outlook for ongoing profitability. Despite near-term challenges, Intel benefits from a leadership position in segments with significant long-term opportunities."
4582093,2023-02-25,"Intel: Compelling New Xeon, Dividend Reduction","After over two years of delays, Intel has launched its highly anticipated Sapphire Rapids Xeon, its biggest update in more than half a decade. As Pat Gelsinger had promised, without delays, it would have been a leadership product, obliterating AMD’s… last-gen Epyc Milan. AMD’s recent Genoa still reigns supreme. For Intel investors, this CPU is a stepping stone and proof point for what Intel could accomplish without process and design issues. Intel remains on track to the 2024-2025 turnaround. Intel finally announces dividend reduction. It is one of the many actions Intel has done to respond to the near-term demand environment. The technology progress remains on track."
4582337,2023-02-27,Intel: Dividend Blow,
4583462,2023-03-04,Sell Intel And Buy These World-Beater Dividend Blue Chips,"Intel Corporation just slashed its dividend by 66%. It was the first dividend cut since the company began paying one 31 years ago. Studies show that dividend cutters historically underperform and have higher volatility to boot. When the dividend is cut, it's time to sell. Intel just confirmed its fundamentals are the worst in at least 31 years. Intel's new lower dividend will cost it $6.3 billion over the next three years and require $12 billion in new debt. Its interest costs will soar by 140%. If we get into a recession, Intel could suspend the dividend entirely. Intel offers 7.7% long-term return potential, while these 2 rivals are thriving hyper-growth chip stocks with excellent management, wide moats, and efficient R&D. They offer 19% to 26% long-term return potential, 2.5X to 3.5X more than Intel."
4584925,2023-03-06,Intel: The Data Center Business Is At Risk,
4584779,2023-03-06,Intel Announces New Major Product Delay But Should Remain Competitive,"Intel last year got into a lot of trouble due to the unforeseen delay of its already delayed Sapphire Rapids Xeon. Intel has now announced a new major delay, this time regarding its much-anticipated Falcon Shores GPU/XPU, which seems to be delayed (partly) to 2026. To be sure, Intel should remain competitive, as Ponte Vecchio is competitive with Hopper and a GPU-only Falcon Shores on 20/18A may outclass anything on N3 Nvidia might launch. Intel announced at investor meeting the goal of approaching $10B in AXG (accelerated computing and graphics) revenue by 2026. Given the lackluster ongoing execution, this seems ever more unlikely."
4584756,2023-03-06,We Predicted Intel's Dividend Cut: Here's What We Think Comes Next,"Despite the dividend cut, Intel's EV/EBITDA valuation remains above historical levels. In 2022, Intel took steps to receive cash from revenue faster than it would otherwise have been via receivables factoring. There seem to be internal issues at Intel that we think must be resolved before re-assessing the stock."
4585581,2023-03-08,Intel: I'm Hibernating For 30 Days,"For those down in Intel, the wash sale rule might be your friend. The story regarding national security and semiconductors is still intact, becoming more important by the day. Intel still stands to be the primary beneficiary of US Chips Act."
4585564,2023-03-08,Intel: A Likely Double Your Money Opportunity,"Intel is out of flavor, a 60% decline hit the stock, as investor ran for the hills. However, the semiconductor industry is not done with growing and Intel should be back for the next upward cycle. INTC stock is trading close to an all-time low in price-to-sales ratio, while owning 26% of their market cap in cash and short-term investments. Mobileye, of which Intel is still a majority shareholder by 94%, is worth almost 1/3 of the parent company after a massive run. Yet, Investors should watch out for Intel's sly accounting and visual presentation tricks."
4585953,2023-03-09,Intel: It's Years Too Soon To Call It A Buy,"Intel Corporation's competitive position has been slowly degrading for many years, and its financial position is beginning to follow suit. In response, Intel has rolled out an ambitious roadmap to reverse its decline and reclaim its dominant position. I am skeptical of Intel's odds of success, and I have some concerns regarding the company's plans. Regardless, since we are in such an early stage of the revamp and the company could still rise or fall on these plans, I recommend holding for now."
4586565,2023-03-10,Intel: No Levers Left To Pull,
4588172,2023-03-17,Intel: Losing R&D Leadership,"Intel’s R&D budget had increased to $17.5 billion in 2022 which is 27.8% of its revenue. Both AMD and TSMC are also increasing their R&D expenses to launch new products and these two rivals cumulatively spent over $10 billion on R&D in 2022. Due to the higher revenue growth rate in AMD and TSMC, we should see a faster increase in their R&D budget. It is highly likely that the cumulative R&D budget of AMD and TSMC will outpace Intel in 2024 which will cause further erosion of the competitive edge for Intel. Intel is already lagging behind AMD in the product cycle due to past delays and any loss in the R&D race will end up hurting the long-term growth trajectory for the company."
4589063,2023-03-21,Intel: Buying At The Point Of Maximum Pessimism,"In the middle of a cyclical downturn, it's always darkest before dawn, and we might have reached the optimum pessimism levels for Intel. The cost reduction efforts to prove effective over the long run support the company in achieving its master plan to regain its leadership or at least catch up with the competition. Moreover, the stock has shown strong support levels slightly above its book value per share of $24.50, signaling a bottom. I'm staying invested in INTC, with a possible exit in the next cyclical uptrend around 2025-2026."
4590000,2023-03-25,Stocks To Watch: Bright Lights On Big Banks,
4590442,2023-03-27,"Intel: A Risky Bet, Not A Bargain","Over the last decade, Intel's revenue grew at a CAGR below 2% which is by far behind growth pace of the semiconductor industry indicating the company is losing market share. Intel announced a reduction in its quarterly dividend by about two thirds due to weak PC demand, competition from AMD, and ongoing execution issues leading to market share loss. Valuation analysis suggests the stock is significantly undervalued, but I prefer to stay on the sidelines."
4591319,2023-03-30,Intel: Market Share Donor,"Intel Corporation provided a positive update on Data Center and AI chips. The chip giant will likely continue to donate market share to peers, even if it gets new chips like Emerald Rapids, Sierra Forest, and Granite Rapids to market on time. Intel Corporation stock remains expensive at 17x '24 EPS targets that are shrouded by risk of more chip delays crushing these forecasts."
4591209,2023-03-30,Intel: Positive Takeaways From Recent AI Investor Presentation (Rating Upgrade),"Intel highlighted its expectations of a larger and faster-growing TAM for its data center and AI business at a recent investor event. INTC's prior takeover of Habana Labs in 2019 has put the company in a good position now to compete in the AI inference market with Gaudi chips developed by Habana. I upgrade my rating for Intel to a Buy, taking into account the positive takeaways from the company's recent investor conference relating to its 2027 TAM and AI inference opportunities."
4591458,2023-03-31,Intel's Data Center And AI Strategy: Opportunity Amidst Financial Challenges,"Intel projects low 20s% TAM growth through 2027, with AI inference being a significant growth area, but faces strong competition from incumbents like Nvidia. Intel's support for SYCL and its ambitious server CPU roadmap signal positive developments, but execution risks and market challenges remain. The company's data center and AI efforts show potential, but Intel must overcome financial challenges and competitive pressures to capitalize on the opportunities."
4591455,2023-03-31,Intel DCAI Business Update Leads To Premature Optimism,"Intel DCAI Business Update meeting caused a strong runup in the stock, but a keen evaluation shows the optimism is premature. The roadmap presented does not catch up to the competition until 2025 even if the execution is flawless. Intel's roadmap success is more likely to depend on the chips Intel tapes out to TSMC than the chips Intel fabricates in-house."
4591798,2023-04-02,Intel: Buyers Strike Back,"Investors who bet against Intel were stunned by INTC's recent relative strength, outperforming the S&P 500 and the iShares Semiconductor ETF. In February, the company's decision to slash dividends was a game-changer, triggering an exodus of income investors at its March lows. Intel unveiled strategies to compete against AMD and Nvidia in the AI logic market. However, Intel's execution will likely be the focus. With INTC's valuation normalized, the buying opportunity is less compelling. Accordingly, income investors who want to bail out should consider selling its recent strength."
4591845,2023-04-03,2023 Top Pick Review: Intel Remains Undervalued,"Intel was a risky decision for a top investment; however, we felt the company had crossed the line into being substantially undervalued. The company has strong """"home field"""" support as the most technologically advanced U.S. foundry/chip producer. The company remains on track for its goals of N4/N3 production, but the ramp and final sales to customers will be the telling step. At the end of the day, financials are what makes an investment, so we expect, over the next few years, Intel will improve its business and generate stronger shareholder returns."
4592234,2023-04-04,"Intel Xeon: One Step Forward, Two Steps Backwards","Intel’s recent data center webinar was well received by investors, as the stock rallied upwards. My own analysis of the event is more sceptical. While Intel moved one step forward with 18A Clearwater Forest in 2025 (an unquestioned leadership product), it also moved two steps backwards. Previously rumored to feature 334 or even 512 cores, these higher core count Sierra Forest-AP parts have been canceled in favor of the unambitious 144-core Sierra Forest-SP. Diamond Rapids, the 18A P-core counterpart of Clearwater Forest, once scheduled for 2024, is now missing in the 2025 roadmap, implying a delay to 2026. Despite these additional Xeon setbacks, investors may remain bullish given (1) the process roadmap remaining on track, (2) the low valuation/stock price, and (3) the three emerging businesses."
4592069,2023-04-04,Intel: A Bargain For Long-Term Investors,
4592724,2023-04-06,Intel: Stock Oversold On Market Headwinds,"Intel Corporation has built on its competitiveness in laptop CPUs, with its performance benchmark scores overtaking AMD for the first time. We believe its strong performance improvement is responsible for Intel’s laptop market share gain for the first time in the past 5 years. For desktop CPUs, Intel has maintained superior value in terms of performance per pricing against AMD, as it has maintained its CPU prices consistently lower than AMD. For server CPUs, Intel is disadvantaged against AMD, which has superior value in terms of performance per pricing, as its performance is almost double of Intel. Despite weakness in the PC market expected to continue in 2023, we believe the company."
4593225,2023-04-10,Intel: A Chance At Redemption,"Intel is looking to report a quarterly revenue bottom. Free cash flow needs to turn higher for the dividend to rebound. Short interest hit 52-week highs, albeit at a low percentage."
4593469,2023-04-11,Intel: Brace For More Pain After IDC Report,"A recent IDC report highlighted that conditions in the PC market have not improved in Q1 2023. As a result, Intel Corporation is likely going to report weak Q1 2023 earnings later this month. The EPS revision trend is already very negative. Investors must expect Intel to fully suspend its dividend in FY 2023 if conditions in the PC market don’t improve."
4593824,2023-04-13,Intel's Turnaround Effort Nearing Fruition In H2 2023,"Intel continues to confirm that the company is on track for not only Intel 4 but an entire future line-up through 2025. Intel's continued progress could see an unexpected benefit as its key competitor were experiencing delays. With industry headwinds expected to ease, the overall environment is shaping up to be a favorable one for Intel in the latter half of 2023."
4594142,2023-04-15,Here's Why Intel May Still Remain The Market Leader,"In the recent Data Center/ AI Conference, INTC presented its game plan in retaining the lion's share in the CPU market, significantly aided by the partnership with MSFT and NVDA. Combined with Gaudi 3 and Sierra Forest Xeon to be launched by 2024, INTC may just claim a decent market share in the generative AI market moving forward. Given the excellent support the stock had enjoyed thus far, investors may consider adding INTC at the next retracement to mid-$20s for an improved margin of safety. Nonetheless, despite being INTC investors ourselves, we prefer to adopt a wait-and-see attitude due to the intense competition offered by its peers such as AMD/ NVDA/ ARM/ GOOG/ AMZN."
4597511,2023-04-27,Intel: Q1 Results Show Some Progress,Intel reports top and bottom line beats for Q1. Q2 guidance was a bit mixed. Cash flow picture needs to improve quickly.
4597523,2023-04-27,Intel: Spending Itself Into A Hole,"Intel Corporation reported Q1 2023 results that were better than feared, but the company burned a ton of cash during the March quarter. The chip giant saw net debt soar during the quarter due the loss, large capex spending and the payment of the last large dividend. Intel Corporation stock is expensive at $30 with debt soaring, and with the best expectations for an EPS to top $2 not until 2025 at the earliest."
4597494,2023-04-27,Intel Q1 2023 Earnings: Brace For More Turbulence Ahead,"Intel Corporation reported better-than-expected Q1 results along with a guide for modest improvements in the current quarter that beat estimates. However, expectations for continued double-digit declines at Intel, paired with continued cautious industry commentary over the near-term semiconductor demand environment, are dampening earlier optimism for a 2H recovery. There remains insufficient structural evidence supportive of respite for Intel's fundamental struggles over the near term."
4597828,2023-04-28,Intel Corporation: Walking Dead (Rating Downgrade),"Intel Corporation stock has rallied a bit, perhaps on the news that we may be near the bottom of the cycle. This was the biggest loss in company history, and there is growing concern that this company is dying relative to competitors, fears that are overblown in our view. Intel stock is likely to be a bit of a zombie the next few months until there is clarity that a turnaround is clearly going well. But the one thing that drew investors to Intel for years, the dividend, is a long way from being restored, and as such as a no-growth stock, Intel should continue to be a zombie."
4597753,2023-04-28,"Intel Q1 Earnings: Darkest Before Dawn Or Pitch-Black, You Decide","Expectations ahead of the Intel Corporation Q1 earnings were so low that it was almost impossible for the company to miss meeting them. Management's words on report and call hinted optimism, sparking the stock's turnaround. The Intel Corporation 2023 outlook isn't any better; 2024 may be too far ahead to predict yet."
4598363,2023-04-30,Intel: We Have Not Seen The Bottom Yet,Intel suffered its worst-ever quarterly loss in the first quarter. Moderating growth in the PC market continues to have an outsized influence on Intel’s consumer-facing CCG group. The Data Center/AI business now also experiences a dramatic downturn. Intel's valuation and risk profile remain unattractive to investors.
4598455,2023-05-01,Intel: 3 Things The Wall Street Cheerleaders Are Getting Wrong,"There is always a bottom for Wall Street, and the """"buy the dip"""" mentality remains intact. Intel rose sharply as Wall Street """"hoped"""" the worst was behind. Near-term, they may be right, but longer-term they are dead wrong."
4598571,2023-05-01,Intel: Expect More Damage,"Intel remains on track to launch and ship its Clearwater Forest data center CPU by 2025. In addition, management is confident in process leadership with Intel 18A. However, it remains to be seen whether Intel could overcome AMD's challenges with its Sapphire Rapids processor. Management's commentary suggests further near-term share losses. INTC has recovered remarkably from its December 2022 and March 2023 lows. Sellers aptly rejected recent buyers in early April. While INTC's valuation is not aggressive, its execution risks and weak growth factors could hamper further upward momentum from here."
4598556,2023-05-01,Intel: Mega Turnaround Starts Now,"With hugely declining revenue/profitability/cash flow and a mediocre product portfolio, Intel is an easy target for mockery. However, in less than just two years, Intel will be completely unrecognizable. As case in point, together with regaining process leadership, gross margin is also expected to recover to 60% by 2026, up from 33% (GAAP) or 38% (non-GAAP) currently. Hence, the people who are betting against Intel are only looking at the (recent) past or the present at best. The future lies wide open as the turnaround starts now. Intel announced two significant milestones with Meteor Lake (Intel 4) now in production and confirming that 18A will also achieve cost (transistor density) leadership."
4598532,2023-05-01,"Intel Q1: Margins Woes, But Can China Save The Day?",Intel Corporation's declining gross margins and persistent concerns about end-demand and competition raise red flags for investors. A recovering China could provide pricing tailwinds that may help alleviate Intel's gross margin issues. Valuing Intel remains challenging due to its deteriorating financial metrics and uncertainty surrounding its competitive strength and future earnings.
4599027,2023-05-02,Intel Corporation: Watch The Balance Sheet,"Intel Corporation's first quarter results were a bit stronger than feared. The Intel second quarter outlook suggests that real stabilization is seen in the business. This is very much welcomed as free cash flows are hugely negative. Stronger commercial traction, even at lower levels, is offset by Intel Corporation's balance sheet deterioration, making me a bit cautious after a recent run-up in the shares."
4598908,2023-05-02,"Intel: Still Unique, Still A Buy","Intel is a unique semiconductor company due to its extensive ownership of fabrication facilities, something which could become increasingly important in the near future. It is also the leading player in the PC GPU market, the next potential growth market for AI chips. Furthermore, Intel is headed up by the right executive for the job at hand. These unique factors make me bullish on Intel for the long term."
